comments,date
Doubt parin ako...kasi Pag nagkataon si BBM ang maging LLAMADO eh pwede nyang sabihin na ginamit lang sya ng mga Duterte para idiin si BBM at sila ang magbigay ng script at mga photos nya,11/19/2025
"dami mong palusot sir,",11/19/2025
All d way na cong,11/19/2025
Sabi kona lalabas at lalabas din ang katutuhan,11/19/2025
Rep. Zaldy Co ilabas mo na ang mga pangmalakasan mo. Dapat makulong si BBM.,11/21/2025
Magingat po kayo Zaldy,11/19/2025
Pumayat na sa stress mas ok na matutong makuntento kung anong meron.kc tahimik ang buhay mo.kesa sa madami ka nga pera magulo naman ang buhay mo.,11/19/2025
Totoo NGA Pala lumaki na Ang ulo,11/19/2025
Ilabas mo pa ang iba saldy lubus lubusin mona!!,11/19/2025
Cong DDS ka daw sabi ng mga kasama mo dati,11/19/2025
MagVideo ka Po Ng Live at ipakita mo Ang mga Hawak mong ibedensya! Lahat Ng may kinalaman sa Issue isiwalat mo na. Kaysay Ikaw lng Ang pinagtutolongang idiin. Nasa Pwesto Ang kalaban mo kaya mahirap Ng Umuwi ka!,11/23/2025
Mr. Rep. Zaldy Co Wala na po kayong ilalabas Yun mas tibapay pang mga ebidensya..,11/20/2025
"kanta mo na lahat, grabe korapsyon ng admin ngayon",11/19/2025
Ipaglaban mo karapatan Ikaw Ang kawawa Kasi Ikaw lng ang makukulong,11/19/2025
Pag live total maka afford manka mga high intelligence IT nga dili ka maka locate asa imong lugar,11/19/2025
Sana makulong lahat ng may kasalan.. kawawa namn yong taong bayan..,11/19/2025
"Sulitin nyo na po, sabihin nyo na lahat para sa pamilya mo at para na rin s bayan.",11/19/2025
Cong ang Gulo na po tlga magtell all kna po,11/21/2025
"when you choose peace of mind over money,, nakakagaan ng kalooban but you need to face the consequences..",11/19/2025
Sana linisin mo din pangalan ni Vp Sarah bawiin lahat ng binitawan nyo about sa confi para mas malinaw para sa mga walang utak na anti du30,11/19/2025
TELL ALL NA!!!!,11/22/2025
Mag live ka para paniwalaan ka kasi AI Ka daw,11/19/2025
Sabihin mo na lahat ng nalalaman mo cong.,11/19/2025
"Naniniwala ako sa zaldy co,salamat sa pagsabi ng katotohanan,the truth shall make you free!",11/19/2025
God bless you sir Zaldy Co maibunyag ang katotohanan,11/19/2025
Wala pang new episode?,11/20/2025
"Cong baka naman, naghihintay po ang buong bansa sa 4th video mo. Hindi napo kasi kami nanonood ng nextlfix. Eto napo mga pinapanood po namin",11/23/2025
Cge pa Cong. Zaldy ibulgar mo pa pra mgkaalaman na.,11/19/2025
Wag ka papayag Rep. ZALDY CO na hindi managot ang iba pang mga SANGKOT bago mhuli ang lhat dpat maisiwalat..,11/23/2025
"Eto na Yung kasabihan Na, Kung Hindi mo pinasok Ang pagnanakaw, Hindi Ka mabibitag! Kaya, karma na rin sayo Zaldy Co. No choice Ka Ngayon dahil, nakabaon na sa lupa Ang Isa mong Paa! Kaya, itudo mo na Ang paglantad ng katutuhanan .",11/20/2025
Ngayon ngawa ng ngawa ang mga Pilipinong uto uto... Nakakatawa kayong lahat sarap nyong yakapin hanggang sa mangitim at tuluyang dumilim ang inyong paningin,11/19/2025
The truth shall set you free,11/19/2025
Dugo namin yan,11/21/2025
Banat wag matakot mag salita ng totoo,11/19/2025
sir expose nyo na din po kung ano ginawa nila sa extra ordinary rendition ni FPRRD sa ICC...pls po,11/19/2025
Boss sagadin mona bala mo.Paldo na mga kalaban mo ilaglag mona sila para sa pamilya mo at sa bayan.,11/20/2025
walang pumunta sa yo.....wow napakalinis mo pala...saan na yung 4 mo na eroplano at saan ka kumuha binili mo nun?,11/19/2025
Cge sir sabihen talaga lahat para patay natin sela...,11/19/2025
labas mo din listaan ng mga congressman,11/20/2025
"Sir. Kung me melasakit ka pa sa Pilipinas, ilabas monna lahat ng evidensya mo ng matanggal na ang adik na pangulo.",11/20/2025
"dapat talaga, may resibo at videos kayong mga bwaya, kasi sa future di niyo alam Sino and ta-traydor sa Inyo. at least may ebidensya kayo. Tama yan pay. di mo pag darawn yan di arug ni enrile.",11/19/2025
"Ang saya mo dati todo bintang mo kay VP Sara na siya ang corrupt! Time is the truth teller,Sir!",11/19/2025
Wala kaming tiwala sayo dapat nong una payan gawagawa mo lng yn,11/19/2025
Nilalaglag ka na sa Congress. Banggitin mo na yung mga congressman na sangkot.,11/19/2025
"patawa ka, umuwi ka at magpakita. statement under oath ka dapat, govt employee ka you should know.",11/19/2025
We need to pray nga ang tunay na katotohanan ay lalabas na.,11/19/2025
AI ba ito cong..,11/19/2025
Bakit ayaw umuwi para credible,11/19/2025
Nag resign na Si Bersamin at Pangandaman,11/19/2025
Grabi ge 10 mins pa para ma subsidize sa Facebook.,11/19/2025
"Sir Zaldy Co, ipa notary mo po dyan sa consulate dyan ung statement mo. Then, pag ok na po ang lahat tsaka po kayo umuwi. Pero hangga't hindi po napapa notary ang iyong statement wag kang uuwi ng Pinas. Dahil pwede ka nilang patayin. Ingat po kayo lagi. Will pray for your protection po. Mas piliin po nyo ngayon ang gumawa ng kabutihan for the sake of your family. Itama po nyo ang inyong pagkakamali. Surrender all to God po. God bless po.",11/19/2025
Ung air asset nio po ...sa Inyo po ba talaga Yun?yaman nio a,11/19/2025
Double time zaldy co hahaha taena mo,11/20/2025
"Thank you Cong Zaldy, for your bravery Mabuhay ka",11/25/2025
AI napud daw kuno,11/19/2025
Ibulgar muna lahat cong.,11/19/2025
Next video po wala pa po?,11/19/2025
Khit Isa k s my sala may God protect you kasi Ikaw lang Ang susi pra s katotohanan wag k Muna umuwi dlikado Buhay mo lalo m Ngayon siniwalat nha n addict c bbm Ms nkakatakot Yun DNA mkapagisip ng Tama Kya cgro Dli ninakaw ibli ng cocaine,11/19/2025
"Dapat sinisisi dito hindi Yang mga pulitikong Yan, dapat ang sinisisi dito Yang mga Pilipinong nagluklok jan sa mga kurakot na yan!!! Kumbaga kalat nyo, linis nyo!!! Kayo may gawa nyan diba? Ngayon kayo ang mag ayos Nyan kaya nyo????? Sige nga gawin nyo....",11/19/2025
"AI daw ito sabi na naman ng tech support guru na nainterview sa DZRH. Maglive video ka para sure, kahit saglit lang na pinatototohanan mo yung mga naunang videos mo.",11/23/2025
Sa susunod na lumabas ka ng video ilakip mo ang calendaryo sa likod mo.,11/19/2025
Ok sa na toto yan sinasabi mo!!,11/19/2025
Sa wakas eh inamin din ni #CASTRO NA CYA ANG TUNAY NA #SALUT AT #ADIK HINDI TALAGA SI #BBM,11/19/2025
Kahit na guilty ka. Malaki parin ang tulong mo para malantad ang corruption,11/19/2025
Sa galaw palng ng bibig halatang HND fake,11/19/2025
good job congressman zaldy co.,11/19/2025
Sir bakit ngaun ka lang lumabas nagkataon may Rally pa,11/19/2025
Wag po muna kayo umuwi. Baka mapalitan ang name ng airport. Bunyag mo na lahat. Follow the advice of Mike Defensor.,11/19/2025
Pakireveal na po lahat please.,11/19/2025
God take good care of this person. He is the key of our freedom Lord.,11/19/2025
yung video mo dapat may shadow or clock or dyaryo sa gilid para di ma claim na AI...,11/19/2025
Wag ka bumalik dito delikado ka,11/19/2025
Hindi lang GALIT PAPATAYIN KA KAPAG UMUWI KA DITO NG MGA PILIPINO GALIT NA GALIT SA INYO,11/19/2025
"sa totoo lang mahirap sa US, ma stress ka dahil busy ang mga tao",11/19/2025
Mabuti nagsalitaka na,11/19/2025
"Sana sabihin mo yan lahat, UNDER OATH. Para lahat ng sasabihin mo, pag nagsinungaling ka lahat pwedeng ILABAN SAYO!",11/19/2025
"Paki todo mo na ang dapat malaman ng publico, bka kapusin ka sa panahon",11/19/2025
Cong SABIHIN nyo na lahat2,11/19/2025
"I did not like what you did. Pero changing heart pra ilaglag mo yung tropa mo, it takes a lot of courage. Saludo ako sayo dyan Rep. Zaldy Co. Iba dyan kahit hanggang kamatayan, dadalhin yung secreto sa libingan nila. But, you still need to face your crimes here. At least it did help a lot of the current situation today. May god will guide you and see it to the end.",11/19/2025
"Boss, e kanta muna lahat kita mo walang nangyari kahit kapatid na mismo ang nagbunyag, matindi ang kapit ng mga leader ng MUI naambunan yata ng malaki..ikaw nlang pag asa nmin baka may alam kapang pwd e kanta na makapag yanig ng sambayanan, kita mo nman naging dalawa na ang spokes person ngayon si anye kler at pinky castro kaya isagad muna lahat ng nalalaman mo",11/19/2025
Ung Pangandaman,11/19/2025
Kasinungalingan humarap ka kong talagang may paninindigan ka,11/19/2025
Isiwalat mo rin Kong sino mastermind sa pag kidnap Kay digong,11/19/2025
"Tama ang ginawa mo,habang may panahon kpa,",11/19/2025
Alam po namin hindi pa lahat ay iyong naibunyag. Pero Salamat pa rin dahil nagsalita kayo at pinatotohanan ang sinasabi ni Sgt. Guteza.,11/19/2025
Sumpaan mo ang salaysay mo wag sa facebook brad,11/19/2025
Sabhin Muna Ang lahat zaldy co,11/19/2025
",,mas makakagaan s LoOb mO manOng qng ihahayag mO ang bUOng katOtOhanan Ng wLang takOt,,ganUn din kc qng mananahimik ka sasapitin mO din ang panggugipit xeU at papatayin k din nLa peU qng magsasabi ka tOtOo tatabLa ka s kniLa mapatay k man atLeast naidawit mO cLa,,",11/19/2025
"ikanta mo nrin sana mga ksama mo sa congreso na nkinabang,at lhat na naging body guard mo mag witness na kc sa pag siwalat mo todo deny mga amo mo.ilabas mo ang katotohan dhil yan ang magpapalaya sa bayan.",11/19/2025
For sure kahit papaano ay maayos na tulog mo. Ingat nga lang palagi kahit NASA ibang bansa ka. di masamang lumapit sa mga kababayan natin kung saang bansa ka man maroon ngayon.,11/19/2025
"Ahhh kaya kapo nag iba ng hairstyle s next, video kasi kamukha mo si SANDRO",11/25/2025
Maglive ka na tapos gumamit ka VPN para di ka matrack kung nasaan ka. Ilabas mo na lahat,11/21/2025
kong talagang tutuo sinasabi nya bt hindi sya umowi dto wg nyana lukohin ang mga tao kc pari pariho na tayong mga luko luko,11/19/2025
Puro kau malinis konsensya yan Ang sinasabi nyo bat kau madamay bat kau nagnakaw db niloloko nyo lang Ang pilipino..,11/19/2025
mag iingat ka cong sana hindi ka mabayaran at panindigan mo yan hangang dulo,11/19/2025
Ilabas mo na sir bago ka mahuli iipitin ka na nila pag hawak ka na nila,11/23/2025
Mr Ben na cya dating Buda ikw bayan upak,11/19/2025
Sa empyerno k mag paliwanag.kaya Marami Kang saksakyang pang himpapawid.saan mo kinuha ang Pinambili mo.,11/19/2025
SINUNGALING yang si ZALDY CO,11/19/2025
Sabihin nyo po kasi ang lahat lahat ng mga nalalamang anomalya na pinag gagawa ng mga bossing mo habang may panahon ka pa...pag ginawa mo yon siguro makakabawi ka pa sa mga mamamayang Pilipino at mapatawad ka pa..,11/19/2025
Lubusin mo na ang pagsisiwalat. Unti unti na kinakabhaan ang mga nasa congress na sangkot,11/19/2025
"Thank you sir for ur concerned of the pilipino people,ur a hero for us,ingat god bless",11/19/2025
Isali muna ren ang plano nila sa pagpa impeach na binayaran ang mga congresman para pumerma,11/19/2025
Dapat sa Netflix to na upload.,11/19/2025
Sino ang binigyan nio na nga congress to impeach sara,11/19/2025
dami Ng properties mo SA bicol...,11/19/2025
Maglabas ka n ng matibay na ebidensya sir ...para malaman n ng lahat,11/19/2025
Wala na tiwala ang taongbayan .,11/19/2025
"Wala namang perpekto dito sa mundo.ang lahat nagkakasala,ngunit sa mata ng diyos at sa mata ng tao ang pagkakamali ay pwedeng itama...mas mainam na ikaw ay bumalik sa bansa upang sa pamamagitan mo ang usapin ay magkaron ng kalutasan at agkaron ng hustisya ang mga nagbuwis ng buhay .",11/19/2025
Goog job Mr szaldy co sana lahat Ng sinabi mo ay totoo para malinis Ang pangalan mo sa mga kababayan mong pilipino kung totoo lahat sinasabi mo magiingat ka dahil Hindi Niro Ang mga buwayang kalaban mo,11/19/2025
Bakit kc hnd ka bumalik pilipinas patunayan mo sa billion pera mo kaya mo magbayad 1000 buadyguard nakita namin kay jesica soho gaano ka kayaman,11/19/2025
dapat meron din videos and pictures sa kga bukas na maleta na makikita ang laman. Tapos video and pictures ng pag received.,11/19/2025
Sabihin mo rin na binayaran ninyo mga general para hindi sila mag aklas sa gobyerno,11/19/2025
Ngpapaslmat kmi mtapang m pinnindigan at pinglban lhat pra mlmn ng lhat,11/19/2025
Live stream naman po sana para mahimasmasan ung ibang tao,11/22/2025
Curious kami kung binayaran nyo ba si torre para kidnapin si prrd st ipadala sa the hague..ilang maleta.,11/19/2025
Kala mo ka Santo. Papayag ka bang wala Kang makukuhang kapalit sa pinagawa sayo,11/19/2025
tapangan mo lng zaldy co,11/19/2025
naka follow na po ako idol zaldy baka pwedi umutang,11/19/2025
Priso pud ka bayota ka.,11/19/2025
Ulul pangit mong gumanap,11/19/2025
Alam nming may Alas ka jan at ilalabas sa tadang oras.,11/19/2025
Maniniwala lang syo yung mga sangkot sa pagnanakaw,11/19/2025
sir mag live Ka para dama nila,11/19/2025
May pa uncut version kpa tlga hahaha penge naman kahit 5million lang pang panimula,11/19/2025
"kumanta ka na boi,para patas na kayo wagka na palugi ..",11/19/2025
ANG YAGAL NG PART 4,11/22/2025
Mag live po kayo Cong para maniwala sila kasi AI lang daw ito..,11/19/2025
𝘔𝘪𝘴𝘮𝘰𝘯𝘨 𝘱𝘢𝘨𝘦 𝘯𝘪𝘺𝘢,11/19/2025
"Gingawa nya gnawa nila sa kanya, kaya namayat yan kalaixip, ngaun panic mode na sila",11/19/2025
Sana po gabayan ka ng ating Panginoon dahil sa paglalantad mo sa mga nalalaman mo,11/19/2025
AI YAN WAG KAYI MANIWALA SABI NI ANTE CLER,11/19/2025
Naputol na yung broadcast ni vegapunk sa latest episode,11/19/2025
sabihin muna lahat rep.zaldy co para,11/19/2025
May binabasang kodigo..,11/19/2025
Porket nagkakalaglagan na. ipapalabas mong biktima ka? aminin nyo na kase na kurakot kayo,11/19/2025
Umuwi ka at doon ka sa senado magbigay ng salaysay mo. Para kayong teleserye e.,11/19/2025
"Dati mahal ka nila Noong hina hagupit mo si VP Sara , ngayong si rumualdez at Marcos na Ang binanatan mo kalaban kana nila.",11/19/2025
"If you must be telling the truth, it is only right that you always inform the people of your situation, especially before you return to the Philippines.",11/19/2025
Cgurado na hinu hunting ka ngayon... Kaya dapat more solid evidence pa maipakita mo.. video na naglalagay ng pera sa maleta... para klaro at cgurduhing di nila ma deny na AI... yan kasi ang palusot nila.. na AI...,11/19/2025
Bakit balik balik ito salita mo,11/19/2025
Pakibilisan po paglalabas ng iba pang ebidensya. May mga sagot na sila..,11/19/2025
May Bayag tong taong To!!!,11/19/2025
Kgndang AI my anino sa likod,11/19/2025
Nakagelicopter ka habang lumutang sa baha co galing.,11/19/2025
End now the end is near,11/19/2025
Ingatan nawa po kayo,11/19/2025
parang elementary amp,11/19/2025
"pareng zaldy,wag kang papayag na ikaw lang ididiin nila,ikanta mo na lahat at ilabas mo na resibo,kakampi ni martin at bbm sng SP at BRC..ikaw lang gusto nila managot..wag kang papayag",11/19/2025
"Paayos po ng SCRIPT , paano mag iinsert ang president sa bicam ehh sa kanya nagggaling or sila gumagawa ng budget the Executive department yan yung National Expenditure Program (NEP) . sa sinasubmit sa congress and kayong mga congressman at senador ang nag iinsert TAMA DIBA? Ginagawa mo naman palpal / Tan*a ang mamayan/mga pilipino.",11/20/2025
Ikaw na lang ung vlogger na laging inaabangan ko ...more vids pleaseeeeee,11/19/2025
Di kame pinanganak kahapun...uwe kanalng dalhin mo lahat ibidensia..,11/19/2025
kasi nabulgar na..pero paano mo ippaliwanag ang yaman mo eh congressman k lng nman po,11/20/2025
Toa ra naa nasb moingon ug AI mga bosit,11/19/2025
Kler.. eto na.. mglinis ka uli.,11/19/2025
"COng.,,,, naniwala talaga kami sayo,, pero pag may mangyayari sayo, alams na,,",11/19/2025
susss buko kana huli cam ka,11/19/2025
Gising,11/19/2025
Dati parang gusto na kiting patayn Co.piro ngayn ikaw ang boss ko.ang maipapayo ko sa iyo huwag na huwag kang umuwi magtago kana.i video monalang lahat lahat ng alam mo na baho sa admin na ito pati yong mga style ng mga kasama mo na mga tongresman total nilaglag kana nila kanina.,11/19/2025
"Sir kailangan humanap ka ng kakampi sir, pumunta ka sa mga ibang nation sir ibigay mo LAHAT ng evidenxa at humngi ka ng tulong para sa Mamayan, ipakota mo rin Ang rally noong Nov 16 17 para maniwala Ang nation na pupuntahan mo na we need to change our leader",11/21/2025
Good job sir,11/24/2025
Ibunyag mo Rin na nag bayaran sa impeachment ni sara,11/19/2025
Malabong hindi ka din nagnakaw,11/19/2025
Pa send naman ng before and after na picture nyo cong. Ai daw kase video nyo,11/23/2025
I don't believe you....,11/19/2025
Wala bang next video Cong?,11/21/2025
sana po ikante mo pati yung pag aresto kay tatay Digong at planong pag impeach kay Sarah,11/19/2025
Kala ko sa pelikula lang to mapapanuod. Yung tipong papatakasin ka papuntang ibang bansa tapos tatraydorin ka ng mga kasamahan mo kaya ang gagawin mo ilalaglag mo rin sila kasi hindi pwedeng ikaw lang ang madidiin. siwalat mo na yan lahat Zaldy. Wag ka lang umuwi dahil baka maging pangalan mo yung airport ng Pinas. patay ka ngaun sa mga Boss mo.,11/19/2025
Sir bago pa po nila kayo mapatay or makulong ilabas muna po lahat ng ebedinsiya . Kasi nag sisimula na silang e arrest ka kasi alam nilang unti unti mong nilalavas ang ebedinsya kaya gumagawa na sila ng action at delikado po kung ma arrest ka nila short ako Shot to kill na yan. Kaya habang mas maaga pa e labas mona ebedinsxa wag mo unti untiin,11/23/2025
maniwala ako sa sinabi ni zaldy co. kasi hindi naman nya magawa yan kung walang utos sa nakakataas sa kanya pero damay pa din sya kasi nagpagamit sya sa mga demonyo,11/19/2025
Ingatan nyo Po Ang ibedensya wag muna kayong umuwi mahirap na,11/19/2025
Lubos lubusin mo rep. On the way na daw ang warrant mo,11/22/2025
Zaldy ko ingat lng ho ikaw Ang alas ng taong bayan .,11/19/2025
Daming iyak nnaman dito sa comsec na mga loyalist bebe-em,11/19/2025
Video recorder na lag ang magpapatunay sa mga sinasabi nya,11/19/2025
sa resibo na Cong puro kwento,11/19/2025
Paki labas din ng mga insertion sa AFP Zaldy Co,11/19/2025
"Puro ka dada dyan... screenshot naman ng call ni Romwaldas yun may date kantiin mo naman maayos bagal mo ipapakulong ka na, no bail !!!",11/20/2025
Totoo toh ..sana gumising n kau mga kababayan! Maawa kau s kinabukasan ng mga anak natin! Cguro alam niya n may balak syang ipapatay kaya nagsalita n sya.. tignan nyo ung katawan nya..masyado n nahulog katawan nya..cguro s guilt n nararamdaman nya..,11/19/2025
Wag na wag Kang uuwi dahil baka maging ZALDY CO international airport ang NAIA..pwede mo IPA notary sa Philippine consulate abroad Yan testimony mo..saka wag Kang pumayag na Ikaw lang ang damay sa nakawan.,11/19/2025
bawal ata siya mag love baka may naka abang mag trace sa location nya,11/19/2025
"Sir, i hope sana matapus na to we know your scared.",11/19/2025
"Wag mong hayaang ikaw lang malaglag, ilaglag mo din mga kasama mo magnakaw",11/23/2025
Salamat sa initial pagbubunyag sa katutuhanan. We hope that there will be more information!,11/19/2025
Ilabas muna Para makulong ang dapat makulong,11/19/2025
Asan un listahan nato? Sure na legit kapag dito inilabas.,11/20/2025
Mag ingat ka nalang jan at mag tago sir.. ikulong natin yan sila pag si vp sarah na ang pangulo sa 2028. yung lifetime na kulong.,11/19/2025
"rep, mag live ka nga.. potek sabi nila AI ka daw. haha sampal mu kay Inday Kler..",11/19/2025
"When po ang live nyo, post nyo po, when...?",11/19/2025
Tanong lang po sir. Yong bang cash out noong march 11 Yan yong ginamit sa pag papadala Kay FPRRD? Ingat po.,11/19/2025
Cong oks ka pa ba? May arrest warrant ka na oh. Stop ka na po ba maglabas?,11/22/2025
baka namnay bago kang ilabas pwede ilabas mo na,11/19/2025
Nag resign na ata si sec minah at bersamin,11/19/2025
144000 lng kada tao,11/19/2025
Kailan ang next episode po?,11/20/2025
Nidagan Ang followers ni zaldy co,11/19/2025
Tama yang ginagawa mo Zaldy Co.,11/19/2025
"Hindi po AI, obvious naman po, may inangat na papel...may shadow, gumagalaw ang noo. Gagawa talaga sila ng paraan para patahimikin si Co",11/19/2025
"Elabas muna lahat Zaldy Co, wag mo antayin na mapatay ka nila na hindi malalaman ng lahat, alang alang sa mga anak mo, ilantad mo na wag Kang matakot may pera ka naman",11/20/2025
S sbrang stress nya pumayat n cya kng dti mgnda awra nya ngyn bagsak n ktwan nya dhil cya iniipit mgnda n dn yn ilbas nya lht pra hndi lng cya Yung stress,11/19/2025
Isiwalat mo lahat po..at Magkano binigay nyo kay Brawner...,11/19/2025
Ai ba talaga,11/19/2025
Bat sbi ni ante kler AI,11/19/2025
ayan na talaga tutal sabi nilaputol putol daw,11/19/2025
Hamggat c lacson at sotto ang naka upo hnd po kau dapat magtiwala.,11/19/2025
ilantad mo na lahat total grabeng paninira mo Kay VP Sara dati.gumawa ka ng mabuti para mabawasan kasalanan mo,11/19/2025
Ilabas mo na ang mga evidence na hawak mo,11/19/2025
Pwede po ba sabihin nyo rin ang toto sa pag kidnap kang FPRRD kasi eroplano mo kasi ang ginamit,11/19/2025
Sabi ni mike defensor ipa notarized mo daw iyang mga affidavit mo sa consulate diyan kung nasaan kang country. Isiwalat mo kung paano niyo dinakip si fpprd!,11/19/2025
Legit to na video at hindi sya AI .. mga masasamang tao tlga sa Senado sasabihin nila yang AI khit mga expert sa computer obvious nmn na legit to,11/19/2025
Payat na d na mkatulog sa kakaisip,11/19/2025
kanta nyo lahat,11/19/2025
Yan! Di na nila mapipigilan ang kagustuhan ng nasa taas! Slowly they’re losing their grounds! They’ll bleed in their own blades! CAN’T WAIT!,11/19/2025
Kung totoo man lahat ng cnasav mo. Sana wag ka pabayaan ni lord para maungkat lahat ng anumalyang ginawa nila,11/21/2025
Sabhn muna lbat ng nalalaman mu isiwalat mo na lahat bka mafatay kapa nla d mu pa sabhn lahat,11/19/2025
Tama ang kasabihan kung ano ang Puno sya ang bunga,11/19/2025
"at dinala mo kmi s napaka ganda kwento yung ky digong nmn kwento sino mastermind doon,mag ingat k sir saan k man narooon",11/19/2025
Dumaan lang sayo pro mirin ka ding mga sariling insertion tamo po ba? Ang sakani ay sakanila at ang sayo ay sayo,11/19/2025
Ilabas nyo na po lahat ng nalalaman nyo tutal nilaglag na naman nila kayo at iniwan ka sa ere,11/21/2025
"Ping Lacson boss if ako mag aadvice sa blue ribbon, i will risk to test the testimony of zal D. Co.. ung mga nkaraang hearing useless na un, test co if totoo ba by inviting lahat ng nabanggit nya, the 3 USec, speaker Martin Romualdez, paupuin mo sa isang room.. tapos kuha ka isang tga dpwh ksi ung sunwest contractor na..",11/19/2025
Patunayan mo daw na hindi to AI. Dami kasing bobo nagreklamo.,11/19/2025
Magiging hero kapa pag nilahad mo lahat ng kurapsyon.,11/19/2025
Atty.Niel Abayon naa na ire oh,11/19/2025
Maalaala Mo Kaya! Ang Sumpa Mo Sa Akin,11/19/2025
"Cong. Co wag n wag ka uuwe ng pinas kung ayaw mo maging "" Zaldy Co International Airport """,11/19/2025
Ang hindi lng kapani-paniwala dito is ung walang napunta sa kanya.,11/19/2025
pare parehu lang kau.. isiwalat mo. lahat at sino mastermind,11/19/2025
Magkano kaya pinambayad ni martin sa mga active generals at sino Ang mga generals na binili ang dangal,11/19/2025
Bilib ako sakatapangan mo alam mo na malalagay ang buhay mo SA alanganin hinde sila ngayun titigil para patahimikin Ka buhay mo ang kapalit SA disetion mung Yan ngayun Kung ano man ang mangyari sayu alam na Ng taongbayan Kung sinu ang gagawa sayu nyan,11/19/2025
Yan gomaan na Ang iyong kalooban dahil sa pagsisiwalat sa katotohanan.protectahan ka sana nang taong bayan para ma revail ang katotohanan.god bless u keep safe,11/19/2025
Mag live kapo para maniwala sila na hindi ka ai,11/19/2025
Pag live kol zaldy co. Giahak ba ni aron motoo mi..,11/19/2025
Madami na namang mauuto nito,11/19/2025
Present po,11/19/2025
Tell All na ka Zaldy,11/19/2025
Sana ibulgar na lahat with video...Wag naman sana pabitin,11/25/2025
Pautang Ako saldi co,11/19/2025
Oh eto upuan para sa mga magbabasa dito sa comment section! Hahaah,11/19/2025
"Pero cguro ang KAPLIT nga yan ay Mga proyekto mo kaya naging sunodsunuran nlang.. Pero gud for you kung ikaw lang ang nilaglag,mabuti na yan para nde lang ikaw ang lalabas na MASAMA.. Sana maingatan sya!",11/19/2025
Sir zaldy co..wag na wag kayo uuwi dito sa pilipinas...for sure ikukulong ka nila .mag ingat po kayo..at pamilya mo..salamat sa pagsabi ng totoo sa taumbayan...,11/20/2025
Basta bicolano uragon,11/19/2025
Ang mangyari dto SA #du30 Nanaman isisi SA mga inutel? Sako Sakong ebedencia na impossible makalusot pa mga yan,11/19/2025
Ilabas mo na kase kung saan mo tinago ang pera pra makinabang naman ang mga nabiktima ng Blood control nyo kuno,11/19/2025
"You did great sir, thank you for doing the right thing",11/19/2025
Ilahad niyo narin yung pagpapadala nang sapilitan kay fprrd sa korte ng mga banyaga.,11/19/2025
Salamat Sir at sinabi mo ang totoo.,11/19/2025
Libre kana congratulations,11/19/2025
Boss pautang,11/19/2025
panu mag withdraw ng 25billion ng walang paper trail san bank or branch,11/19/2025
Umuwi ka po para maganda ang labanan hindi ka papatayin basta may pananalig ka sa mga taong sumusuporta sau ano pa at mga multi billionaire lahat kau kung hindi nio un gagamitin sa protection nio sa buhay nio,11/19/2025
HALATANG GOOGLE GEMINI AI NAMAN! WAG KAME,11/19/2025
parot mo lamang ...,11/19/2025
Lola kler pasok,11/19/2025
umuwi ka na... impossible na wala ka ding kinita... damay2 na yan,11/19/2025
Owi Kana naka handa na ang kolongan mo,11/19/2025
"Umuli ka sa Pinas,patunayan mo mga sinasabi mo, hindi ung jan ka putak ng putak sa ibang bansa..",11/19/2025
Ibulgar mo na din kung sino mastermind sa pag kidnap kay FPRRD sa hague since sayo ang plane na ginamit. Yan ang gusto namin malaman,11/19/2025
Salamat sa video at sa pag Amin sana ay ipatuluy mo pa at ingat mo din poh.. at aminin mo pa kung Meron pag iBang natatagong secret ng Marcos ng kahit papaano maka bawi ka at mas makakaligtas kapa sa kasalanan mo,11/21/2025
Isiwalat mo na Ang lahat idamay mo ba pero wag ka malinis kac makukulong kalokohan mo na sinabi mo na Wala Kang natatanggap sino ka si Duterte mahirap kuno walang lamasahe pero ayaw ipawave bank account,11/19/2025
Rep. Zaldy Co parang awa niyo po umuwi na kayo para matapos nato filipino kapwa sa filipino na tayo mayaman na kayo wag na mag payaman pa lalo kaya umuwi kana ikanta mo na lahat..,11/19/2025
Wala na kaming pake sa video nyong fake,11/19/2025
Kinahahabagan ng panginoong diyos ang nag sasabi ng totoo.,11/19/2025
Daming galit na lock ang profile,11/19/2025
Yung bersamin at mina nag resign baka mag out of the country na din kasama si bonoan,11/19/2025
Si antenna cler baka AI talaga un... kc parang edited ung mukha sa kapal ee hahahha tpos ung mga pinagsasasabi halatang AI,11/19/2025
"God is good,Diyos na po mismo Ang gumalaw para maisiwalat nyo Ang kasamaan Ng administrasyon na to..",11/19/2025
Sir may dignidad ka pa kumpara kay bbm at kay lisa at sandro marcos,11/19/2025
Mas mabuti mag live po ulit para sa ka totohanan,11/19/2025
"dame salita.. asan na mga ebidensya, lalo mo pinapagulo ang mga loyalista at dds",11/21/2025
wag mong basahin,11/19/2025
"tayong mga Maka Duterte protect Zaldy co 💚💚 💚 hes saying the truth, wala siya ninakaw sa 100 billion pesos na insertions 💚💚💚👊👊👊",11/17/2025
Protect him at all cost. Kahit na guilty sya dahil sya lang ang pinaka credible witness at pinaka malapit sa mga totoong sangkot,11/17/2025
Tama si mike defensor..naniniwla sya ky co 1000 percent,11/17/2025
AI daw po video nyo Sabi ni Ante Claire ,11/17/2025
Ibunyag mo sana sino ang tunay na mastermind sa pagpapadala kay FPRRD SA HAGUE,11/17/2025
